stations,iteration1,iteration2,iteration3,iteration4,iteration5,iteration6,iteration7,iteration8,iteration9,iteration10
"('Gaasperplas', 'Heemstedestraat')",,,,,,,,,,
"('Gaasperplas', 'Henk Sneevlietweg')",,,,,,,,,,
"('Gaasperplas', 'IJsbaanpad')",,,,,,,,,,
"('Gaasperplas', 'Isolatorweg')",,,,,,,,,,
"('Gaasperplas', 'Jan v.Galenstraat')",,,,,,,,,,
"('Gaasperplas', 'Keizersgracht')",,,,,,,,,,
"('Gaasperplas', 'Koningsplein')",,,,,,,,,,
"('Gaasperplas', 'Kraaienneststation')",,,,,,,,,,
"('Gaasperplas', 'Leidseplein')",,,,,,,,,,
"('Gaasperplas', 'Maasstraat')",,,,,,,,,,
"('Gaasperplas', 'Marie Heinekenplein')",,,,,,,,,,
"('Gaasperplas', 'Minervaplein')",,,,,,,,,,
"('Gaasperplas', 'Muntplein')",,,,,,,,,,
"('Gaasperplas', 'Museumplein')",,,,,,,,,,
"('Gaasperplas', 'Nieuwezijds Kolk')",,,,,,,,,,
"('Gaasperplas', 'Nieuwmarkt')",,,,,,,,,,
"('Gaasperplas', 'Noord')",,,,,,,,,,
"('Gaasperplas', 'Noorderpark')",,,,,,,,,,
"('Gaasperplas', 'Olympiaplein')",,,,,,,,,,
"('Gaasperplas', 'Olympiaweg')",,,,,,,,,,
"('Gaasperplas', 'Olympisch stadion')",,,,,,,,,,
"('Gaasperplas', 'Overamstel')",,,,,,,,,,
"('Gaasperplas', 'Postjesweg')",,,,,,,,,,
"('Gaasperplas', 'Prinsengracht')",,,,,,,,,,
"('Gaasperplas', 'Reigersbos')",,,,,,,,,,
"('Gaasperplas', 'Rijksmuseum')",,,,,,,,,,
"('Gaasperplas', 'Roelof Hartplein')",,,,,,,,,,
"('Gaasperplas', 'Rokin')",,,,,,,,,,
"('Gaasperplas', 'Scheldestraat')",,,,,,,,,,
"('Gaasperplas', 'Spaklerweg')",,,,,,,,,,
"('Gaasperplas', 'Spui')",,,,,,,,,,
"('Gaasperplas', 'Station Bijlmer ArenA')",,,,,,,,,,
"('Gaasperplas', 'Station Diemen-Zuid')",,,,,,,,,,
"('Gaasperplas', 'Station Duivendrecht')",,,,,,,,,,
"('Gaasperplas', 'Station Ganzenhoef')",,,,,,,,,,
"('Gaasperplas', 'Station Holendrecht')",,,,,,,,,,
"('Gaasperplas', 'Station RAI')",,,,,,,,,,
"('Gaasperplas', 'Station Sloterdijk')",,,,,,,,,,
"('Gaasperplas', 'Strandvliet')",,,,,,,,,,
"('Gaasperplas', 'Van Baerlestraat')",,,,,,,,,,
"('Gaasperplas', 'Van der Madeweg')",23.0,21.0,21.0,14.0,26.0,28.0,30.0,20.0,31.0,33.0
"('Gaasperplas', 'Venserpolder')",,,,,,,,,,
"('Gaasperplas', 'Verrijn Stuartweg')",,,,,,,,,,
"('Gaasperplas', 'Victorieplein')",,,,,,,,,,
"('Gaasperplas', 'Vijzelgracht')",,,,,,,,,,
"('Gaasperplas', 'VU medisch centrum')",,,,,,,,,,
"('Gaasperplas', 'Waalstraat')",,,,,,,,,,
"('Gaasperplas', 'Waterlooplein')",,,,,,,,,,
"('Gaasperplas', 'Weesperplein')",,,,,,,,,,
"('Gaasperplas', 'Wibautstraat')",,,,,,,,,,
"('Gaasperplas', 'Station Zuid')",,,,,,,,,,
"('Gaasperplas', 'Station Lelylaan')",,,,,,,,,,
"('Gein', 'Gerrit v.d. Veenstraat')",,,,,,,,,,
"('Gein', 'Heemstedestraat')",,,,,,,,,,
"('Gein', 'Henk Sneevlietweg')",,,,,,,,,,
"('Gein', 'IJsbaanpad')",,,,,,,,,,
"('Gein', 'Isolatorweg')",,,,,,,,,,
"('Gein', 'Jan v.Galenstraat')",,,,,,,,,,
"('Gein', 'Keizersgracht')",,,,,,,,,,
"('Gein', 'Koningsplein')",,,,,,,,,,
"('Gein', 'Kraaienneststation')",,,,,,,,,,
"('Gein', 'Leidseplein')",,,,,,,,,,
"('Gein', 'Maasstraat')",,,,,,,,,,
"('Gein', 'Marie Heinekenplein')",,,,,,,,,,
"('Gein', 'Minervaplein')",,,,,,,,,,
"('Gein', 'Muntplein')",,,,,,,,,,
"('Gein', 'Museumplein')",,,,,,,,,,
"('Gein', 'Nieuwezijds Kolk')",,,,,,,,,,
"('Gein', 'Nieuwmarkt')",,,,,,,,,,
"('Gein', 'Noord')",,,,,,,,,,
"('Gein', 'Noorderpark')",,,,,,,,,,
"('Gein', 'Olympiaplein')",,,,,,,,,,
"('Gein', 'Olympiaweg')",,,,,,,,,,
"('Gein', 'Olympisch stadion')",,,,,,,,,,
"('Gein', 'Overamstel')",,,,,,,,,,
"('Gein', 'Postjesweg')",,,,,,,,,,
"('Gein', 'Prinsengracht')",,,,,,,,,,
"('Gein', 'Reigersbos')",,,,,,,,,,
"('Gein', 'Rijksmuseum')",,,,,,,,,,
"('Gein', 'Roelof Hartplein')",,,,,,,,,,
"('Gein', 'Rokin')",,,,,,,,,,
"('Gein', 'Scheldestraat')",,,,,,,,,,
"('Gein', 'Spaklerweg')",,,,,,,,,,
"('Gein', 'Spui')",,,,,,,,,,
"('Gein', 'Station Bijlmer ArenA')",,,,,,,,,,
"('Gein', 'Station Diemen-Zuid')",,,,,,,,,,
"('Gein', 'Station Duivendrecht')",,,,,,,,,,
"('Gein', 'Station Ganzenhoef')",,,,,,,,,,
"('Gein', 'Station Holendrecht')",,,,,,,,,,
"('Gein', 'Station RAI')",,,,,,,,,,
"('Gein', 'Station Sloterdijk')",,,,,,,,,,
"('Gein', 'Strandvliet')",,,,,,,,,,
"('Gein', 'Van Baerlestraat')",,,,,,,,,,
"('Gein', 'Van der Madeweg')",18.0,19.0,13.0,22.0,19.0,12.0,13.0,11.0,14.0,17.0
"('Gein', 'Venserpolder')",,,,,,,,,,
"('Gein', 'Verrijn Stuartweg')",,,,,,,,,,
"('Gein', 'Victorieplein')",,,,,,,,,,
"('Gein', 'Vijzelgracht')",,,,,,,,,,
"('Gein', 'VU medisch centrum')",,,,,,,,,,
"('Gein', 'Waalstraat')",,,,,,,,,,
"('Gein', 'Waterlooplein')",,,,,,,,,,
"('Gein', 'Weesperplein')",,,,,,,,,,
"('Gein', 'Wibautstraat')",,,,,,,,,,
"('Gein', 'Station Zuid')",57.0,57.0,59.0,69.0,68.0,51.0,69.0,60.0,63.0,65.0
"('Gein', 'Station Lelylaan')",,,,,,,,,,
"('Gerrit v.d. Veenstraat', 'Heemstedestraat')",,,,,,,,,,
"('Gerrit v.d. Veenstraat', 'Henk Sneevlietweg')",,,,,,,,,,
"('Gerrit v.d. Veenstraat', 'IJsbaanpad')",,,,,,,,,,
"('Gerrit v.d. Veenstraat', 'Isolatorweg')",,,,,,,,,,
"('Gerrit v.d. Veenstraat', 'Jan v.Galenstraat')",,,,,,,,,,
"('Gerrit v.d. Veenstraat', 'Keizersgracht')",,,,,,,,,,
"('Gerrit v.d. Veenstraat', 'Koningsplein')",,,,,,,,,,
"('Gerrit v.d. Veenstraat', 'Kraaienneststation')",,,,,,,,,,
"('Gerrit v.d. Veenstraat', 'Leidseplein')",,,,,,,,,,
"('Gerrit v.d. Veenstraat', 'Maasstraat')",,,,,,,,,,
"('Gerrit v.d. Veenstraat', 'Marie Heinekenplein')",,,,,,,,,,
"('Gerrit v.d. Veenstraat', 'Minervaplein')",,,,,,,,,,
"('Gerrit v.d. Veenstraat', 'Muntplein')",,,,,,,,,,
"('Gerrit v.d. Veenstraat', 'Museumplein')",,,,,,,,,,
"('Gerrit v.d. Veenstraat', 'Nieuwezijds Kolk')",,,,,,,,,,
"('Gerrit v.d. Veenstraat', 'Nieuwmarkt')",,,,,,,,,,
"('Gerrit v.d. Veenstraat', 'Noord')",,,,,,,,,,
"('Gerrit v.d. Veenstraat', 'Noorderpark')",,,,,,,,,,
"('Gerrit v.d. Veenstraat', 'Olympiaplein')",,,,,,,,,,
"('Gerrit v.d. Veenstraat', 'Olympiaweg')",,,,,,,,,,
"('Gerrit v.d. Veenstraat', 'Olympisch stadion')",,,,,,,,,,
"('Gerrit v.d. Veenstraat', 'Overamstel')",,,,,,,,,,
"('Gerrit v.d. Veenstraat', 'Postjesweg')",,,,,,,,,,
"('Gerrit v.d. Veenstraat', 'Prinsengracht')",,,,,,,,,,
"('Gerrit v.d. Veenstraat', 'Reigersbos')",,,,,,,,,,
"('Gerrit v.d. Veenstraat', 'Rijksmuseum')",,,,,,,,,,
"('Gerrit v.d. Veenstraat', 'Roelof Hartplein')",5.0,,,,4.0,,2.0,1.0,2.0,1.0
"('Gerrit v.d. Veenstraat', 'Rokin')",,,,,,,,,,
"('Gerrit v.d. Veenstraat', 'Scheldestraat')",,,,,,,,,,
"('Gerrit v.d. Veenstraat', 'Spaklerweg')",,,,,,,,,,
"('Gerrit v.d. Veenstraat', 'Spui')",,,,,,,,,,
"('Gerrit v.d. Veenstraat', 'Station Bijlmer ArenA')",,,,,,,,,,
"('Gerrit v.d. Veenstraat', 'Station Diemen-Zuid')",,,,,,,,,,
"('Gerrit v.d. Veenstraat', 'Station Duivendrecht')",,,,,,,,,,
"('Gerrit v.d. Veenstraat', 'Station Ganzenhoef')",,,,,,,,,,
"('Gerrit v.d. Veenstraat', 'Station Holendrecht')",,,,,,,,,,
"('Gerrit v.d. Veenstraat', 'Station RAI')",,,,,,,,,,
"('Gerrit v.d. Veenstraat', 'Station Sloterdijk')",,,,,,,,,,
"('Gerrit v.d. Veenstraat', 'Strandvliet')",,,,,,,,,,
"('Gerrit v.d. Veenstraat', 'Van Baerlestraat')",,,,,,,,,,
"('Gerrit v.d. Veenstraat', 'Van der Madeweg')",,,,,,,,,,
"('Gerrit v.d. Veenstraat', 'Venserpolder')",,,,,,,,,,
"('Gerrit v.d. Veenstraat', 'Verrijn Stuartweg')",,,,,,,,,,
"('Gerrit v.d. Veenstraat', 'Victorieplein')",,,,,,,,,,
"('Gerrit v.d. Veenstraat', 'Vijzelgracht')",,,,,,,,,,
"('Gerrit v.d. Veenstraat', 'VU medisch centrum')",,,,,,,,,,
"('Gerrit v.d. Veenstraat', 'Waalstraat')",,,,,,,,,,
"('Gerrit v.d. Veenstraat', 'Waterlooplein')",,,,,,,,,,
"('Gerrit v.d. Veenstraat', 'Weesperplein')",,,,,,,,,,
"('Gerrit v.d. Veenstraat', 'Wibautstraat')",,,,,,,,,,
"('Gerrit v.d. Veenstraat', 'Station Zuid')",,,,,,,,,,
"('Gerrit v.d. Veenstraat', 'Station Lelylaan')",,,,,,,,,,
"('Heemstedestraat', 'Henk Sneevlietweg')",,,,,,,,,,
"('Heemstedestraat', 'IJsbaanpad')",,,,,,,,,,
"('Heemstedestraat', 'Isolatorweg')",,,,,,,,,,
"('Heemstedestraat', 'Jan v.Galenstraat')",,,,,,,,,,
"('Heemstedestraat', 'Keizersgracht')",,,,,,,,,,
"('Heemstedestraat', 'Koningsplein')",,,,,,,,,,
"('Heemstedestraat', 'Kraaienneststation')",,,,,,,,,,
"('Heemstedestraat', 'Leidseplein')",,,,,,,,,,
"('Heemstedestraat', 'Maasstraat')",,,,,,,,,,
"('Heemstedestraat', 'Marie Heinekenplein')",,,,,,,,,,
"('Heemstedestraat', 'Minervaplein')",,,,,,,,,,
"('Heemstedestraat', 'Muntplein')",,,,,,,,,,
"('Heemstedestraat', 'Museumplein')",,,,,,,,,,
"('Heemstedestraat', 'Nieuwezijds Kolk')",,,,,,,,,,
"('Heemstedestraat', 'Nieuwmarkt')",,,,,,,,,,
"('Heemstedestraat', 'Noord')",,,,,,,,,,
"('Heemstedestraat', 'Noorderpark')",,,,,,,,,,
"('Heemstedestraat', 'Olympiaplein')",,,,,,,,,,
"('Heemstedestraat', 'Olympiaweg')",,,,,,,,,,
"('Heemstedestraat', 'Olympisch stadion')",,,,,,,,,,
"('Heemstedestraat', 'Overamstel')",,,,,,,,,,
"('Heemstedestraat', 'Postjesweg')",,,,,,,,,,
"('Heemstedestraat', 'Prinsengracht')",,,,,,,,,,
"('Heemstedestraat', 'Reigersbos')",,,,,,,,,,
"('Heemstedestraat', 'Rijksmuseum')",,,,,,,,,,
"('Heemstedestraat', 'Roelof Hartplein')",,,,,,,,,,
"('Heemstedestraat', 'Rokin')",,,,,,,,,,
"('Heemstedestraat', 'Scheldestraat')",,,,,,,,,,
"('Heemstedestraat', 'Spaklerweg')",,,,,,,,,,
"('Heemstedestraat', 'Spui')",,,,,,,,,,
"('Heemstedestraat', 'Station Bijlmer ArenA')",,,,,,,,,,
"('Heemstedestraat', 'Station Diemen-Zuid')",,,,,,,,,,
"('Heemstedestraat', 'Station Duivendrecht')",,,,,,,,,,
"('Heemstedestraat', 'Station Ganzenhoef')",,,,,,,,,,
"('Heemstedestraat', 'Station Holendrecht')",,,,,,,,,,
"('Heemstedestraat', 'Station RAI')",,,,,,,,,,
"('Heemstedestraat', 'Station Sloterdijk')",,,,,,,,,,
"('Heemstedestraat', 'Strandvliet')",,,,,,,,,,
"('Heemstedestraat', 'Van Baerlestraat')",,,,,,,,,,
"('Heemstedestraat', 'Van der Madeweg')",5.0,4.0,9.0,4.0,1.0,4.0,3.0,4.0,3.0,7.0
"('Heemstedestraat', 'Venserpolder')",,,,,,,,,,
"('Heemstedestraat', 'Verrijn Stuartweg')",,,,,,,,,,
"('Heemstedestraat', 'Victorieplein')",,,,,,,,,,
"('Heemstedestraat', 'Vijzelgracht')",,,,,,,,,,
"('Heemstedestraat', 'VU medisch centrum')",,,,,,,,,,
"('Heemstedestraat', 'Waalstraat')",,,,,,,,,,
"('Heemstedestraat', 'Waterlooplein')",,,,,,,,,,
"('Heemstedestraat', 'Weesperplein')",,,,,,,,,,
"('Heemstedestraat', 'Wibautstraat')",,,,,,,,,,
"('Heemstedestraat', 'Station Zuid')",15.0,11.0,12.0,12.0,14.0,18.0,11.0,14.0,18.0,18.0
"('Heemstedestraat', 'Station Lelylaan')",,,,,,,,,,
"('Henk Sneevlietweg', 'IJsbaanpad')",,,,,,,,,,
"('Henk Sneevlietweg', 'Isolatorweg')",,,,,,,,,,
"('Henk Sneevlietweg', 'Jan v.Galenstraat')",,,,,,,,,,
"('Henk Sneevlietweg', 'Keizersgracht')",,,,,,,,,,
"('Henk Sneevlietweg', 'Koningsplein')",,,,,,,,,,
"('Henk Sneevlietweg', 'Kraaienneststation')",,,,,,,,,,
"('Henk Sneevlietweg', 'Leidseplein')",,,,,,,,,,
"('Henk Sneevlietweg', 'Maasstraat')",,,,,,,,,,
"('Henk Sneevlietweg', 'Marie Heinekenplein')",,,,,,,,,,
"('Henk Sneevlietweg', 'Minervaplein')",,,,,,,,,,
"('Henk Sneevlietweg', 'Muntplein')",,,,,,,,,,
"('Henk Sneevlietweg', 'Museumplein')",,,,,,,,,,
"('Henk Sneevlietweg', 'Nieuwezijds Kolk')",,,,,,,,,,
"('Henk Sneevlietweg', 'Nieuwmarkt')",,,,,,,,,,
"('Henk Sneevlietweg', 'Noord')",,,,,,,,,,
"('Henk Sneevlietweg', 'Noorderpark')",,,,,,,,,,
"('Henk Sneevlietweg', 'Olympiaplein')",,,,,,,,,,
"('Henk Sneevlietweg', 'Olympiaweg')",,,,,,,,,,
"('Henk Sneevlietweg', 'Olympisch stadion')",,,,,,,,,,
"('Henk Sneevlietweg', 'Overamstel')",,,,,,,,,,
"('Henk Sneevlietweg', 'Postjesweg')",,,,,,,,,,
"('Henk Sneevlietweg', 'Prinsengracht')",,,,,,,,,,
"('Henk Sneevlietweg', 'Reigersbos')",,,,,,,,,,
"('Henk Sneevlietweg', 'Rijksmuseum')",,,,,,,,,,
"('Henk Sneevlietweg', 'Roelof Hartplein')",,,,,,,,,,
"('Henk Sneevlietweg', 'Rokin')",,,,,,,,,,
"('Henk Sneevlietweg', 'Scheldestraat')",,,,,,,,,,
"('Henk Sneevlietweg', 'Spaklerweg')",,,,,,,,,,
"('Henk Sneevlietweg', 'Spui')",,,,,,,,,,
"('Henk Sneevlietweg', 'Station Bijlmer ArenA')",,,,,,,,,,
"('Henk Sneevlietweg', 'Station Diemen-Zuid')",,,,,,,,,,
"('Henk Sneevlietweg', 'Station Duivendrecht')",,,,,,,,,,
"('Henk Sneevlietweg', 'Station Ganzenhoef')",,,,,,,,,,
"('Henk Sneevlietweg', 'Station Holendrecht')",,,,,,,,,,
"('Henk Sneevlietweg', 'Station RAI')",,,,,,,,,,
"('Henk Sneevlietweg', 'Station Sloterdijk')",,,,,,,,,,
"('Henk Sneevlietweg', 'Strandvliet')",,,,,,,,,,
"('Henk Sneevlietweg', 'Van Baerlestraat')",,,,,,,,,,
"('Henk Sneevlietweg', 'Van der Madeweg')",3.0,8.0,5.0,5.0,4.0,4.0,5.0,12.0,4.0,6.0
"('Henk Sneevlietweg', 'Venserpolder')",,,,,,,,,,
"('Henk Sneevlietweg', 'Verrijn Stuartweg')",,,,,,,,,,
"('Henk Sneevlietweg', 'Victorieplein')",,,,,,,,,,
"('Henk Sneevlietweg', 'Vijzelgracht')",,,,,,,,,,
"('Henk Sneevlietweg', 'VU medisch centrum')",,,,,,,,,,
"('Henk Sneevlietweg', 'Waalstraat')",,,,,,,,,,
"('Henk Sneevlietweg', 'Waterlooplein')",,,,,,,,,,
"('Henk Sneevlietweg', 'Weesperplein')",,,,,,,,,,
"('Henk Sneevlietweg', 'Wibautstraat')",,,,,,,,,,
"('Henk Sneevlietweg', 'Station Zuid')",19.0,21.0,17.0,14.0,12.0,25.0,16.0,18.0,9.0,12.0
"('Henk Sneevlietweg', 'Station Lelylaan')",,,,,,,,,,
"('IJsbaanpad', 'Isolatorweg')",,,,,,,,,,
"('IJsbaanpad', 'Jan v.Galenstraat')",,,,,,,,,,
"('IJsbaanpad', 'Keizersgracht')",,,,,,,,,,
"('IJsbaanpad', 'Koningsplein')",,,,,,,,,,
"('IJsbaanpad', 'Kraaienneststation')",,,,,,,,,,
"('IJsbaanpad', 'Leidseplein')",,,,,,,,,,
"('IJsbaanpad', 'Maasstraat')",,,,,,,,,,
"('IJsbaanpad', 'Marie Heinekenplein')",,,,,,,,,,
"('IJsbaanpad', 'Minervaplein')",,,,,,,,,,
"('IJsbaanpad', 'Muntplein')",,,,,,,,,,
"('IJsbaanpad', 'Museumplein')",,,,,,,,,,
"('IJsbaanpad', 'Nieuwezijds Kolk')",,,,,,,,,,
"('IJsbaanpad', 'Nieuwmarkt')",,,,,,,,,,
"('IJsbaanpad', 'Noord')",,,,,,,,,,
"('IJsbaanpad', 'Noorderpark')",,,,,,,,,,
"('IJsbaanpad', 'Olympiaplein')",,,,,,,,,,
"('IJsbaanpad', 'Olympiaweg')",,,,,,,,,,
"('IJsbaanpad', 'Olympisch stadion')",,,,,,,,,,
"('IJsbaanpad', 'Overamstel')",,,,,,,,,,
"('IJsbaanpad', 'Postjesweg')",,,,,,,,,,
"('IJsbaanpad', 'Prinsengracht')",,,,,,,,,,
"('IJsbaanpad', 'Reigersbos')",,,,,,,,,,
"('IJsbaanpad', 'Rijksmuseum')",,,,,,,,,,
"('IJsbaanpad', 'Roelof Hartplein')",,,1.0,,,,,,1.0,1.0
"('IJsbaanpad', 'Rokin')",,,,,,,,,,
"('IJsbaanpad', 'Scheldestraat')",,,,,,,,,,
"('IJsbaanpad', 'Spaklerweg')",,,,,,,,,,
"('IJsbaanpad', 'Spui')",,,,,,,,,,
"('IJsbaanpad', 'Station Bijlmer ArenA')",,,,,,,,,,
"('IJsbaanpad', 'Station Diemen-Zuid')",,,,,,,,,,
"('IJsbaanpad', 'Station Duivendrecht')",,,,,,,,,,
"('IJsbaanpad', 'Station Ganzenhoef')",,,,,,,,,,
"('IJsbaanpad', 'Station Holendrecht')",,,,,,,,,,
"('IJsbaanpad', 'Station RAI')",,,,,,,,,,
"('IJsbaanpad', 'Station Sloterdijk')",,,,,,,,,,
"('IJsbaanpad', 'Strandvliet')",,,,,,,,,,
"('IJsbaanpad', 'Van Baerlestraat')",,,,,,,,,,
"('IJsbaanpad', 'Van der Madeweg')",,,,,,,,,,
"('IJsbaanpad', 'Venserpolder')",,,,,,,,,,
"('IJsbaanpad', 'Verrijn Stuartweg')",,,,,,,,,,
"('IJsbaanpad', 'Victorieplein')",,,,,,,,,,
"('IJsbaanpad', 'Vijzelgracht')",,,,,,,,,,
"('IJsbaanpad', 'VU medisch centrum')",,,,,,,,,,
"('IJsbaanpad', 'Waalstraat')",,,,,,,,,,
"('IJsbaanpad', 'Waterlooplein')",,,,,,,,,,
"('IJsbaanpad', 'Weesperplein')",,,,,,,,,,
"('IJsbaanpad', 'Wibautstraat')",,,,,,,,,,
"('IJsbaanpad', 'Station Zuid')",,,,,,,,,,
"('IJsbaanpad', 'Station Lelylaan')",,,,,,,,,,
"('Isolatorweg', 'Jan v.Galenstraat')",,,,,,,,,,
"('Isolatorweg', 'Keizersgracht')",,,,,,,,,,
"('Isolatorweg', 'Koningsplein')",,,,,,,,,,
"('Isolatorweg', 'Kraaienneststation')",,,,,,,,,,
"('Isolatorweg', 'Leidseplein')",,,,,,,,,,
"('Isolatorweg', 'Maasstraat')",,,,,,,,,,
"('Isolatorweg', 'Marie Heinekenplein')",,,,,,,,,,
"('Isolatorweg', 'Minervaplein')",,,,,,,,,,
"('Isolatorweg', 'Muntplein')",,,,,,,,,,
"('Isolatorweg', 'Museumplein')",,,,,,,,,,
"('Isolatorweg', 'Nieuwezijds Kolk')",,,,,,,,,,
"('Isolatorweg', 'Nieuwmarkt')",,,,,,,,,,
"('Isolatorweg', 'Noord')",,,,,,,,,,
"('Isolatorweg', 'Noorderpark')",,,,,,,,,,
"('Isolatorweg', 'Olympiaplein')",,,,,,,,,,
"('Isolatorweg', 'Olympiaweg')",,,,,,,,,,
"('Isolatorweg', 'Olympisch stadion')",,,,,,,,,,
"('Isolatorweg', 'Overamstel')",,,,,,,,,,
"('Isolatorweg', 'Postjesweg')",,,,,,,,,,
"('Isolatorweg', 'Prinsengracht')",,,,,,,,,,
"('Isolatorweg', 'Reigersbos')",,,,,,,,,,
"('Isolatorweg', 'Rijksmuseum')",,,,,,,,,,
"('Isolatorweg', 'Roelof Hartplein')",,,,,,,,,,
"('Isolatorweg', 'Rokin')",,,,,,,,,,
"('Isolatorweg', 'Scheldestraat')",,,,,,,,,,
"('Isolatorweg', 'Spaklerweg')",,,,,,,,,,
"('Isolatorweg', 'Spui')",,,,,,,,,,
"('Isolatorweg', 'Station Bijlmer ArenA')",,,,,,,,,,
"('Isolatorweg', 'Station Diemen-Zuid')",,,,,,,,,,
"('Isolatorweg', 'Station Duivendrecht')",,,,,,,,,,
"('Isolatorweg', 'Station Ganzenhoef')",,,,,,,,,,
"('Isolatorweg', 'Station Holendrecht')",,,,,,,,,,
"('Isolatorweg', 'Station RAI')",,,,,,,,,,
"('Isolatorweg', 'Station Sloterdijk')",,,,,,,,,,
"('Isolatorweg', 'Strandvliet')",,,,,,,,,,
"('Isolatorweg', 'Van Baerlestraat')",,,,,,,,,,
"('Isolatorweg', 'Van der Madeweg')",,3.0,2.0,3.0,1.0,3.0,5.0,,2.0,2.0
"('Isolatorweg', 'Venserpolder')",,,,,,,,,,
"('Isolatorweg', 'Verrijn Stuartweg')",,,,,,,,,,
"('Isolatorweg', 'Victorieplein')",,,,,,,,,,
"('Isolatorweg', 'Vijzelgracht')",,,,,,,,,,
"('Isolatorweg', 'VU medisch centrum')",,,,,,,,,,
"('Isolatorweg', 'Waalstraat')",,,,,,,,,,
"('Isolatorweg', 'Waterlooplein')",,,,,,,,,,
"('Isolatorweg', 'Weesperplein')",,,,,,,,,,
"('Isolatorweg', 'Wibautstraat')",,,,,,,,,,
"('Isolatorweg', 'Station Zuid')",2.0,6.0,3.0,4.0,2.0,4.0,9.0,8.0,6.0,5.0
"('Isolatorweg', 'Station Lelylaan')",,,,,,,,,,
"('Jan v.Galenstraat', 'Keizersgracht')",,,,,,,,,,
"('Jan v.Galenstraat', 'Koningsplein')",,,,,,,,,,
"('Jan v.Galenstraat', 'Kraaienneststation')",,,,,,,,,,
"('Jan v.Galenstraat', 'Leidseplein')",,,,,,,,,,
"('Jan v.Galenstraat', 'Maasstraat')",,,,,,,,,,
"('Jan v.Galenstraat', 'Marie Heinekenplein')",,,,,,,,,,
"('Jan v.Galenstraat', 'Minervaplein')",,,,,,,,,,
"('Jan v.Galenstraat', 'Muntplein')",,,,,,,,,,
"('Jan v.Galenstraat', 'Museumplein')",,,,,,,,,,
"('Jan v.Galenstraat', 'Nieuwezijds Kolk')",,,,,,,,,,
"('Jan v.Galenstraat', 'Nieuwmarkt')",,,,,,,,,,
"('Jan v.Galenstraat', 'Noord')",,,,,,,,,,
"('Jan v.Galenstraat', 'Noorderpark')",,,,,,,,,,
"('Jan v.Galenstraat', 'Olympiaplein')",,,,,,,,,,
"('Jan v.Galenstraat', 'Olympiaweg')",,,,,,,,,,
"('Jan v.Galenstraat', 'Olympisch stadion')",,,,,,,,,,
"('Jan v.Galenstraat', 'Overamstel')",,,,,,,,,,
"('Jan v.Galenstraat', 'Postjesweg')",,,,,,,,,,
"('Jan v.Galenstraat', 'Prinsengracht')",,,,,,,,,,
"('Jan v.Galenstraat', 'Reigersbos')",,,,,,,,,,
"('Jan v.Galenstraat', 'Rijksmuseum')",,,,,,,,,,
"('Jan v.Galenstraat', 'Roelof Hartplein')",,,,,,,,,,
"('Jan v.Galenstraat', 'Rokin')",,,,,,,,,,
"('Jan v.Galenstraat', 'Scheldestraat')",,,,,,,,,,
"('Jan v.Galenstraat', 'Spaklerweg')",,,,,,,,,,
"('Jan v.Galenstraat', 'Spui')",,,,,,,,,,
"('Jan v.Galenstraat', 'Station Bijlmer ArenA')",,,,,,,,,,
"('Jan v.Galenstraat', 'Station Diemen-Zuid')",,,,,,,,,,
"('Jan v.Galenstraat', 'Station Duivendrecht')",,,,,,,,,,
"('Jan v.Galenstraat', 'Station Ganzenhoef')",,,,,,,,,,
"('Jan v.Galenstraat', 'Station Holendrecht')",,,,,,,,,,
"('Jan v.Galenstraat', 'Station RAI')",,,,,,,,,,
"('Jan v.Galenstraat', 'Station Sloterdijk')",,,,,,,,,,
"('Jan v.Galenstraat', 'Strandvliet')",,,,,,,,,,
"('Jan v.Galenstraat', 'Van Baerlestraat')",,,,,,,,,,
"('Jan v.Galenstraat', 'Van der Madeweg')",8.0,5.0,4.0,5.0,4.0,11.0,5.0,5.0,6.0,7.0
"('Jan v.Galenstraat', 'Venserpolder')",,,,,,,,,,
"('Jan v.Galenstraat', 'Verrijn Stuartweg')",,,,,,,,,,
"('Jan v.Galenstraat', 'Victorieplein')",,,,,,,,,,
"('Jan v.Galenstraat', 'Vijzelgracht')",,,,,,,,,,
"('Jan v.Galenstraat', 'VU medisch centrum')",,,,,,,,,,
"('Jan v.Galenstraat', 'Waalstraat')",,,,,,,,,,
"('Jan v.Galenstraat', 'Waterlooplein')",,,,,,,,,,
"('Jan v.Galenstraat', 'Weesperplein')",,,,,,,,,,
"('Jan v.Galenstraat', 'Wibautstraat')",,,,,,,,,,
"('Jan v.Galenstraat', 'Station Zuid')",18.0,15.0,15.0,12.0,16.0,16.0,12.0,15.0,17.0,15.0
"('Jan v.Galenstraat', 'Station Lelylaan')",,,,,,,,,,
"('Keizersgracht', 'Koningsplein')",,,,,,,,,,
"('Keizersgracht', 'Kraaienneststation')",,,,,,,,,,
"('Keizersgracht', 'Leidseplein')",,,,,,,,,,
"('Keizersgracht', 'Maasstraat')",,,,,,,,,,
"('Keizersgracht', 'Marie Heinekenplein')",,,,,,,,,,
"('Keizersgracht', 'Minervaplein')",,,,,,,,,,
"('Keizersgracht', 'Muntplein')",,,,,,,,,,
"('Keizersgracht', 'Museumplein')",,,,,,,,,,
"('Keizersgracht', 'Nieuwezijds Kolk')",,,,,,,,,,
